id,kanji,english_meaning,readings_kana,reading_count,introduced_level,compound_count,compound_refs
N1_K1032,屯,barracks; station,とん,1,N1,1,N1_V0991
N1_K1033,糾,investigate; twist,きゅう,1,N1,1,N1_V0992
N1_K1034,遡,go upstream; retroactive,そ | さかのぼる,2,N1,1,N1_V0993
N1_K1035,陪,accompany; auxiliary,ばい,1,N1,1,N1_V0994
N1_K1036,雌,female,し | め | めす,3,N1,1,N1_V0995
N1_K1037,舷,gunwale; ship side,げん,1,N1,1,N1_V0996
N1_K1038,霜,frost,そう | しも,2,N1,1,N1_V0997
N1_K1039,殉,die for; martyr,じゅん,1,N1,1,N1_V0998
N1_K1040,紡,spin thread,ぼう | つむぐ,2,N1,1,N1_V0999
N1_K1041,貪,greedy,どん | むさぼる,2,N1,1,N1_V1000
N1_K1042,庸,ordinary; employment,よう,1,N1,1,N1_V1001
N1_K1043,韻,rhyme; tone,いん,1,N1,1,N1_V1002
N1_K1044,繕,mend,ぜん | つくろう,2,N1,1,N1_V1003
N1_K1045,搾,squeeze,さく | しぼる,2,N1,1,N1_V1004
N1_K1046,刹,temple; instant,さつ | せつ,2,N1,1,N1_V0182
N1_K1047,采,appearance; select,さい,1,N1,1,N1_V0856
N1_K1048,堆,pile,たい,1,N1,1,N1_V1005
N1_K1049,禍,calamity,か,1,N1,1,N1_V1006
N1_K1050,煎,roast; decoct,せん | いる,2,N1,1,N1_V1007
N1_K1051,姻,marriage relation,いん,1,N1,1,N1_V1008
N1_K1052,斑,spot; mottled,はん,1,N1,1,N1_V1009
N1_K1053,冥,dark; underworld,めい | みょう,2,N1,1,N1_V1010
N1_K1054,抄,extract; copy,しょう,1,N1,1,N1_V1011
N1_K1055,拷,torture,ごう,1,N1,1,N1_V1012
N1_K1056,遜,humble,そん,1,N1,1,N1_V1013
N1_K1057,旺,flourishing,おう,1,N1,1,N1_V1014
N1_K1058,准,quasi-; semi-,じゅん,1,N1,1,N1_V1015
N1_K1059,勾,curve; hook,こう,1,N1,1,N1_V1016
N1_K1060,廉,honest; cheap,れん,1,N1,1,N1_V1017
N1_K1061,礁,reef,しょう,1,N1,1,N1_V1018
N1_K1062,壱,one (formal),いち,1,N1,1,N1_V1019
N1_K1063,麺,noodles,めん,1,N1,1,N1_V1020
N1_K1064,升,sho measure,しょう | ます,2,N1,1,N1_V1021
N1_K1065,卸,wholesale,おろす | おろし,2,N1,1,N1_V1022
N1_K1066,耗,decrease; consume,もう,1,N1,1,N1_V1023
N1_K1067,謁,audience,えつ,1,N1,1,N1_V1024
N1_K1068,璃,glass; lapis element,り,1,N1,1,N1_V0932
N1_K1069,坑,pit; mine,こう,1,N1,1,N1_V1025
N1_K1070,串,spit; skewer,くし,1,N1,1,N1_V1026
N1_K1071,弔,mourn,ちょう | とむらう,2,N1,1,N1_V1027
N1_K1072,賓,guest,ひん,1,N1,1,N1_V1028
N1_K1073,塡,fill,てん,1,N1,1,N1_V1029
N1_K1074,痢,diarrhea,り,1,N1,1,N1_V1030
N1_K1075,嚇,threaten,かく,1,N1,1,N1_V1031
N1_K1076,濫,excessive; overflow,らん,1,N1,1,N1_V1032
N1_K1077,俸,salary,ほう,1,N1,1,N1_V1033
N1_K1078,箋,paper; note,せん,1,N1,1,N1_V1034
N1_K1079,凸,convex,とつ,1,N1,2,N1_V1035 N1_V1039
N1_K1080,脊,spine,せき,1,N1,2,N1_V0780 N1_V1036
N1_K1081,詔,imperial edict,しょう | みことのり,2,N1,1,N1_V1037
N1_K1082,緻,fine; precise,ち,1,N1,1,N1_V1038
N1_K1083,凹,concave,おう,1,N1,2,N1_V1035 N1_V1039
N1_K1084,罷,quit; dismiss,ひ,1,N1,1,N1_V1040
N1_K1085,漸,gradually,ぜん,1,N1,1,N1_V1041
N1_K1086,賦,levy; poem,ふ,1,N1,1,N1_V1042
N1_K1087,弧,arc,こ,1,N1,1,N1_V1043
N1_K1088,褐,brown,かつ,1,N1,1,N1_V1044
N1_K1089,辣,pungent; severe,らつ,1,N1,1,N1_V1045
N1_K1090,摯,serious; sincere,し,1,N1,1,N1_V1046
N1_K1091,汎,general; pan-,はん,1,N1,1,N1_V1047
N1_K1092,斥,reject; repel,せき,1,N1,1,N1_V1048
N1_K1093,厘,small unit,りん,1,N1,1,N1_V1049
N1_K1094,矯,correct; straighten,きょう | ためる,2,N1,1,N1_V1050
N1_K1095,毀,destroy; damage,き,1,N1,1,N1_V1051
N1_K1096,窃,steal; secretly,せつ,1,N1,1,N1_V1052
N1_K1097,遵,obey,じゅん,1,N1,1,N1_V1053
N1_K1098,賂,bribe,ろ,1,N1,1,N1_V0912
N1_K1099,惰,lazy,だ,1,N1,1,N1_V1054
N1_K1100,蚕,silkworm,さん | かいこ,2,N1,1,N1_V1055
N1_K1101,氾,overflow,はん,1,N1,1,N1_V1032
N1_K1102,諧,harmony; humor,かい,1,N1,1,N1_V1056
N1_K1103,倹,frugal,けん,1,N1,1,N1_V1057
N1_K1104,款,article; goodwill,かん,1,N1,1,N1_V1058
N1_K1105,媛,princess; lady,えん,1,N1,1,N1_V1059
N1_K1106,憾,regret,かん,1,N1,1,N1_V1060
N1_K1107,哺,nurse; feed,ほ,1,N1,1,N1_V1061
N1_K1108,衷,inmost; sincerity,ちゅう,1,N1,1,N1_V1062
N1_K1109,彙,collection,い,1,N1,1,N1_V1063
N1_K1110,迭,alternate,てつ,1,N1,1,N1_V1064
N1_K1111,嘱,entrust; request,しょく,1,N1,1,N1_V1065
N1_K1112,恣,selfish; arbitrary,し,1,N1,1,N1_V1066
N1_K1113,墾,cultivate land,こん,1,N1,1,N1_V1067
N1_K1114,逓,relay; gradual,てい,1,N1,1,N1_V1068
N1_K1115,劾,impeach,がい,1,N1,1,N1_V1069
N1_K1116,酪,dairy,らく,1,N1,1,N1_V1070
N1_K1117,沃,fertile,よく,1,N1,1,N1_V1071
N1_K1118,塑,model; mold,そ,1,N1,1,N1_V1072
N1_K1119,痘,smallpox,とう,1,N1,1,N1_V1073
N1_K1120,憬,long for,けい,1,N1,1,N1_V0883
N1_K1121,朕,imperial we,ちん,1,N1,1,N1_V1074
N1_K1122,虞,fear; concern,おそれ,1,N1,1,N1_V1075
N1_K1123,丙,third; fire element,へい,1,N1,1,N1_V1076
N1_K1124,斤,kin weight; axe,きん,1,N1,1,N1_V1077
N1_K1125,捗,make progress,ちょく,1,N1,1,N1_V1078
N1_K1126,弐,two (formal),に,1,N1,1,N1_V1079
N1_K1127,訃,obituary,ふ,1,N1,1,N1_V1080
N1_K1128,謄,copy,とう,1,N1,1,N1_V1081
N1_K1129,繭,cocoon,けん | まゆ,2,N1,1,N1_V1082
N1_K1130,璽,imperial seal,じ,1,N1,1,N1_V1083
N1_K1131,頒,distribute,はん,1,N1,1,N1_V1084
N1_K1132,楷,standard script,かい,1,N1,1,N1_V1085
N1_K1133,剥,peel,はく | はがす | はぐ | はがれる | はげる,5,N1,1,N1_V1086
N1_K1134,籠,basket; confine,ろう | かご | こもる,3,N1,1,N1_V1087
N1_K1135,錮,confine,こ,1,N1,1,N1_V1088
N1_K1136,頰,cheek,ほお,1,N1,1,N1_V1089
